Unnamed: 0,Unnamed: 1,Unnamed: 2,trans-splice site 1,Unnamed: 4,Unnamed: 5,Unnamed: 6,trans-splice site 2,Unnamed: 8,Unnamed: 9,Unnamed: 10,trans-splice site 3,Unnamed: 12,Unnamed: 13,Unnamed: 14,trans-splice site 4,Unnamed: 16,Unnamed: 17,Unnamed: 18,trans-splice site 5,Unnamed: 20,Unnamed: 21,Unnamed: 22,trans-splice site 6,Unnamed: 24,Unnamed: 25,Unnamed: 26,trans-splice site 7,Unnamed: 28,Unnamed: 29,Unnamed: 30,trans-splice site 8,Unnamed: 32,Unnamed: 33,Unnamed: 34,trans-splice site 9,Unnamed: 36,Unnamed: 37,Unnamed: 38,trans-splice site 10,Unnamed: 40,Unnamed: 41,Unnamed: 42,trans-splice site 11,Unnamed: 44,Unnamed: 45,Unnamed: 46,trans-splice site 12,Unnamed: 48,Unnamed: 49,Unnamed: 50
F45H7.2,III,+,3344865,172,0,0,3346008,2,0,0,3346438,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R09A8.5,X,-,12640479,196,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y97E10B.10,V,-,7940206,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R09A8.3,X,-,12634276,112,0,0,12629032,326,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R09A8.2,X,+,12619387,13,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK792.1,IV,+,11659544,21,47,61,11659814,67,69,56,11659825,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK792.2,IV,+,11673814,942,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK792.3,IV,+,11676324,252,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK792.4,IV,-,11681975,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y105E8B.1,I,-,14629926,2,0,0,14625420,2074,0,5,14625074,2,0,0,14624904,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK792.6,IV,-,11691056,812,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK792.7,IV,+,11694470,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK792.8,IV,+,11668000,5,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08E4.5,IV,+,12071524,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T26E4.4,V,-,15792311,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08E4.6,IV,-,12078133,571,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08E4.1,IV,+,12051462,364,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T26E4.3,V,+,15782798,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08E4.3,IV,+,12057717,98,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08B11.8,II,+,8039931,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK596.3,IV,-,10904352,47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F53A9.5,X,+,8697727,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08B11.5,II,-,8035690,16,158,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08B11.4,II,-,8032632,304,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08B11.3,II,-,8027680,484,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08B11.2,II,-,8022485,16,52,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08B11.1,II,+,8017604,778,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10E11.6,III,+,9783217,2,1,4,9783225,14,29,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45G2.9,III,-,13436823,11,37,84,13436793,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10E11.4,III,-,9780248,209,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2085.5,II,-,8677815,34,0,0,8676561,4,0,0,8674930,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10E11.2,III,+,9782064,2814,2391,3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10E11.3,III,+,9776522,959,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10E11.1,III,+,9766415,134,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W03H9.4,II,-,14142164,0,0,1,14142114,7,1,8,14142093,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2085.2,II,+,8659060,16,1,4,8659065,52,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06C6.10,V,-,16004744,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10E11.8,III,+,9781143,583,0,1,9781152,2079,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15H9.8,X,-,6112876,63,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1044.6,III,-,5543133,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1044.2,III,+,5527704,224,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1044.1,III,+,5544259,117,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK105.3,V,+,7696951,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK105.1,V,+,7713806,673,0,0,7713855,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y57G7A.10,II,-,1306142,42,193,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1044.8,III,-,5517487,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04H5.6,II,-,14561495,489,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F55B11.6,IV,-,14417196,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F55B11.4,IV,-,14430886,2096,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F55B11.3,IV,+,14424651,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F55B11.1,IV,-,14412858,325,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R02D5.8,V,-,14519176,10,49,134,14519145,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F07A11.6,II,-,11633518,137,0,2,11632182,44,0,0,11619500,4,0,0,11619064,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F07A11.4,II,+,11603863,260,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F07A11.2,II,-,11596526,0,2,4,11596446,0,1,1,11595315,1428,8,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F07A11.3,II,-,11599716,778,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11D1.8,V,-,12727920,72179,9,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11D1.9,V,+,12728439,156,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F26A1.7,III,-,4819910,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F26A1.1,III,+,4850470,890,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11D1.1,V,+,12704190,7,35,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T28A11.4,V,+,3273878,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F44C8.10,V,+,2228909,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F44C8.11,V,+,2233307,0,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16E9.1,X,+,6940408,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C54E4.2,IV,+,2136950,27,0,0,2136956,970,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16E9.2,X,+,6935683,21,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16E9.4,X,-,6956349,66,0,0,6951468,194,0,0,6949522,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04F6.10,II,-,7216917,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04F6.11,II,-,7225594,35,0,1,7222987,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H10E21.2,III,+,3284,17,0,0,4146,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C54E4.1,IV,+,2175589,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F46F11.10,I,-,5624478,7,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F46F11.11,I,-,5607530,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK1240.10,II,-,2316973,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R06A4.2,II,+,14361914,10,41,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0336.2,III,+,5716066,3899,448,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0336.1,III,+,5722789,16,0,0,5722800,210,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F53B3.1,X,-,2857233,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R06A4.6,II,+,14381647,188,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R06A4.7,II,+,14383870,71,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R06A4.4,II,+,14365602,621,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R06A4.8,II,-,14357463,108,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R06A4.9,II,+,14358263,635,0,0,14358370,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F39H11.2,I,-,8701963,383,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK1320.11,II,+,9667708,181,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK1320.10,II,-,9691854,868,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK1320.13,II,+,9680715,758,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK1320.12,II,+,9669239,511,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F41B5.1,V,+,2255367,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T06A1.5,V,+,1927190,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T06A1.4,V,+,1944783,65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R05G6.8,IV,-,7512651,126,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T28D6.4,III,+,11360337,201,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R05G6.7,IV,-,7507875,12303,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R05G6.6,IV,+,7503606,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45D11.5,II,+,1001709,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T28D6.2,III,-,11371667,144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F11A5.15,V,-,16218406,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F11A5.12,V,+,16224132,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F11A5.11,V,+,16222498,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W06D12.4,V,+,17718736,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W06D12.5,V,-,17714174,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W06D12.3,V,+,17724801,1140,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50F4.4,V,+,9536621,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y105C5A.1269,IV,+,15847395,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50F4.1,V,+,9526362,5,0,0,9526594,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45C12.15,II,-,1736446,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50F4.9,V,-,9524000,105,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45C12.12,II,+,1713243,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T05C1.1,II,+,4478606,109,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T05C1.3,II,-,4489377,105,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T05C1.4,II,-,4505122,465,0,2,4493470,119,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W03G11.1,X,+,12105062,4700,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y82E9BL.19,III,+,1331997,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26D10.4,II,+,8329217,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26D10.5,II,+,8346615,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26D10.6,II,-,8354625,176,0,0,8354619,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26D10.7,II,+,8334015,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26D10.1,II,-,8324977,1175,8,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26D10.2,II,-,8328795,2640,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T25F10.2,V,+,6757946,106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T25F10.3,V,+,6744892,151,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10B4.4,II,-,125002,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F44E7.5,V,-,5780610,294,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F27C8.1,IV,-,9601672,59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C36B1.11,I,-,8757595,1240,3,17,8757494,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F55A8.2,IV,+,1847966,1349,0,2,1858522,173,0,0,1870995,161,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10B4.3,II,-,121220,131,0,1,121191,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F55A8.1,IV,+,1902321,62,0,0,1913453,1386,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C55H1.2,V,-,6854620,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y40G12A.1,V,-,6508614,24,190,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T11A5.1,V,-,9859763,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H24K24.4,V,+,904793,261,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T11A5.4,V,-,9875711,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H24K24.3,V,+,911606,305,161,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F21H7.12,V,+,16230008,69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07D4.2,II,-,8873857,104,0,0,8873313,14,0,0,8871869,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07D4.3,II,-,8883574,0,48,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F44E7.4,V,-,5776762,305,13,39,5776466,244,12,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07D4.1,II,-,8865086,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07D4.4,II,+,8884804,34,0,0,8884816,210,0,0,8885095,170,0,0,8887169,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07D4.5,II,-,8884247,95,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03H12.1,X,+,15689411,67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23C8.3,I,+,2438768,95,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23C8.7,I,-,2425097,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK1248.3,II,+,5820677,280,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F39H11.5,I,-,8696291,1863,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23C8.4,I,+,2434005,1057,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R13G10.1,III,-,3819658,195,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R13G10.2,III,+,3822382,91,1,0,3822407,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C46F2.1,X,+,8078006,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y97E10AL.3,V,-,7983239,2340,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03H1.9,III,-,9941295,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T14B4.4,II,+,6718502,297,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T14B4.5,II,+,6716890,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T14B4.6,II,+,6714234,289,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T14B4.7,II,-,6712875,192,0,1,6712171,254,0,1,6711452,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK593.7,IV,+,10933472,3065,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T14B4.1,II,+,6736842,8,57,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T14B4.2,II,+,6736141,62,206,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK593.4,IV,+,10920047,553,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23H3.1,II,+,69654,341,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23H3.2,II,+,61304,445,0,1,61313,462,0,0,61528,1,0,0,62895,67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23H3.3,II,+,57672,16,37,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23H3.4,II,+,51652,481,45,147,51675,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23H3.5,II,+,47580,20,67,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23H3.7,II,-,55304,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50B6.14,V,-,13330830,6,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F36F2.3,I,-,9013876,345,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK1240.8,II,-,2329654,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23D12.10,X,-,14415659,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23D12.11,X,-,14424620,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK1240.5,II,-,2318044,2,0,0,2317927,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F33G12.7,II,-,5040664,299,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F39B3.2,X,-,17571853,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06A6.5,IV,-,7834669,5,0,0,7834658,565,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W10D9.2,II,-,453348,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T09E11.5,I,+,12356925,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W10D9.4,II,-,467364,29,39,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W10D9.5,II,-,470474,132,282,684,470432,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W10D9.6,II,-,457883,24,80,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50H11.13,V,-,3071476,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0496.7,IV,-,7445318,410,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0496.4,IV,+,7424482,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03H1.3,III,-,9926514,20,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0496.3,IV,+,7428910,54,0,1,7440738,3,0,0,7442018,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03H1.4,III,+,9927666,30870,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0496.8,IV,-,7451429,386,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03H1.7,III,+,9947304,1508,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y37A1A.4,IV,+,13934355,14,0,0,13938402,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T19C3.2,III,-,617446,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C32E8.8,I,-,3792799,720,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40D4.13,V,-,17157054,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40D4.12,V,+,17159673,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C32E8.9,I,-,3798069,104,22,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40D4.17,V,-,17155227,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F14F4.1,X,-,14928861,9,0,0,14928853,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y55B1BR.2,III,+,434890,222,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y37A1A.3,IV,-,13902823,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y57G11C.25,IV,+,14919573,359,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
