Chromosome,strand,trans-spliced position,percent SL2,binomial exact p-value for the percent SL2,number of reads,number of SL1 reads,number of total SL2 reads (SL2+SL2 variant reads),number of SL2 variant reads,non-trans-spliced reads at this position,"type of trans-splice site (gene, cis, other)",gene name,gene rank (within operon),position of first AUG,average exp of the gene (dcpm),distance to upstream gene 3' end,position of the upstream gene 3' end,length of 5' UTR (trans-splice site to first AUG),position of the closest annotated 5' end,distance from the closest annotated 5' end to trans-splice site,distance from the closest annotated 5' end to first AUG downstream of trans-splice site
I,+,3211047,0.0,5.68434e-14,44,44,0,0,1,gene,Y54E10A.4,0,3211058,0.189175,782,3210265,11,3211047,0,-11
I,+,3212991,0.0,5.42101e-20,64,64,0,0,1,gene,Y54E10A.4,0,3213032,0.189175,2726,3210265,41,3212991,0,-41
I,+,3229432,0.00475436,0.0,2524,2512,12,11,3,gene,Y54E10A.3,1,3229448,1.80969,12067,3217365,16,3229433,1,-15
I,+,3233392,0.94012,1.88835e-35,167,10,157,109,36,gene,Y54E10A.2,2,3233409,0.601355,97,3233295,17,3233392,0,-17
I,+,3259800,0.0,5.82077e-11,34,34,0,0,0,gene,Y44E3B.2,0,3259871,0.142683,3716,3256084,71,3259872,72,1
I,+,3267095,0.0183983,0.0,924,907,17,14,2,gene,W01B11.3,0,3267102,5.60073,2832,3264263,7,3267095,0,-7
I,+,3352435,0.0,0.25,2,2,0,0,6,gene,W05F2.7,0,3352463,0.1283,12233,3340202,28,3352464,29,1
I,+,3368826,0.0,0.125,3,3,0,0,76,gene,W05F2.6,1,3368860,0.631252,5394,3363432,34,3368815,-11,-45
I,+,3368852,0.0,0.0,519,519,0,0,21,gene,W05F2.6,1,3368860,0.631252,5420,3363432,8,3368815,-37,-45
I,+,3371758,0.733333,0.00545096,30,8,22,19,6,gene,W05F2.5,2,3371769,0.0956465,312,3371446,11,3371770,12,1
I,+,3421160,0.0,0.25,2,2,0,0,1,gene,K03E5.2,0,3421163,1.41816,6059,3415101,3,3421159,-1,-4
I,+,3423210,0.0,0.5,1,1,0,0,3,gene,K03E5.2,0,3423227,1.41816,690,3422520,17,3423208,-2,-19
I,+,3423881,0.0,0.03125,5,5,0,0,0,gene,K03E5.2,0,3423883,1.41816,1361,3422520,2,3423881,0,-2
I,+,3439104,0.0112994,0.0,177,175,2,2,1,gene,Y47G6A.28,1,3439108,0.356545,5896,3433208,4,3439109,5,1
I,+,3449327,0.86194,7.84017e-36,268,37,231,197,1,gene,Y47G6A.11,2,3449327,0.53872,151,3449176,0,3449328,1,1
I,+,3467133,0.00977199,0.0,921,912,9,7,10,gene,Y47G6A.10,1,3467134,0.667445,4956,3462177,1,3467133,0,-1
I,+,3479357,0.877844,0.0,835,102,733,559,2,gene,Y47G6A.9,2,3479395,0.82548,837,3478520,38,3479330,-27,-65
I,+,3481988,0.016,1.82202e-34,125,123,2,1,1,gene,Y47G6A.8,3,3482030,1.68252,549,3481439,42,3481988,0,-42
I,+,3481998,0.0249633,0.0,681,664,17,16,108,gene,Y47G6A.8,3,3482030,1.68252,559,3481439,32,3481988,-10,-42
I,+,3502740,0.0027248,0.0,367,366,1,1,2,gene,Y47G6A.7,0,3502792,0.790217,18237,3484503,52,3502740,0,-52
I,+,3502904,0.0,7.62939e-06,17,17,0,0,448,gene,Y47G6A.7,0,3502927,0.790217,18401,3484503,23,3502904,0,-23
I,+,3534797,0.0,0.25,2,2,0,0,5,gene,Y47G6A.5,0,3534807,0.310367,11405,3523392,10,3534797,0,-10
I,+,3564045,0.0,0.25,2,2,0,0,14,gene,Y47G6A.33,0,3564089,None,6611,3557434,44,3564066,21,-23
I,+,3603367,1.0,0.5,1,0,1,1,6,gene,Y47G6A.31,0,3603425,0.213185,459,3602908,58,3603345,-22,-80
I,+,3608520,0.00511509,0.0,391,389,2,2,0,gene,Y47G6A.2,1,3608617,0.852491,3998,3604522,97,3608520,0,-97
I,+,3611944,0.885463,0.0,454,52,402,342,6,gene,Y47G6A.1,2,3612081,0.32617,116,3611828,137,3611944,0,-137
I,+,3620620,0.0,0.125,3,3,0,0,27,gene,Y47G6A.32,0,3620686,0.0591838,2301,3618319,66,3620584,-36,-102
I,+,3629439,0.00515464,0.0,194,193,1,0,1,gene,T28F2.3,0,3629472,0.740492,3887,3625552,33,3629473,34,1
I,+,3637355,0.0,0.0,215,215,0,0,2,gene,T28F2.2,0,3637502,0.509458,6278,3631077,147,3637355,0,-147
I,+,3637556,0.0,0.5,1,1,0,0,2,gene,T28F2.2,0,3637576,0.509458,6479,3631077,20,3637556,0,-20
I,+,3653999,0.0,0.25,2,2,0,0,1,gene,T28F2.8,0,3654133,16.1891,1577,3652422,134,3653960,-39,-173
I,+,3684787,0.0,1.97215e-31,102,102,0,0,7,gene,D1037.1,0,3684803,0.425854,29460,3655327,16,3684804,17,1
I,+,3698104,0.0,0.0,176,176,0,0,5,gene,H26D21.1,0,3698113,0.289618,7951,3690153,9,3698097,-7,-16
I,+,3727029,0.0,0.015625,6,6,0,0,4,gene,T12F5.3,1,3727062,0.360231,13914,3713115,33,3727029,0,-33
I,+,3731354,0.847059,1.90975e-11,85,13,72,61,5,gene,T12F5.2,2,3731372,0.140618,118,3731236,18,3731354,0,-18
I,+,3741460,0.0143541,0.0,209,206,3,3,1,gene,T12F5.1,0,3741469,0.617858,8518,3732942,9,3741470,10,1
I,+,3746674,0.0,0.125,3,3,0,0,1,gene,Y8G1A.1,0,3746676,0.00909021,4026,3742648,2,3746677,3,1
I,+,3769675,0.0,0.25,2,2,0,0,0,gene,ZK770.1,0,3769682,0.0217592,21451,3748224,7,3769683,8,1
I,+,3781775,0.0,0.25,2,2,0,0,2,gene,C32E8.5,0,3781781,0.953873,4305,3777470,6,3782120,345,339
I,+,3782120,0.00573888,0.0,697,693,4,4,0,gene,C32E8.5,0,3782138,0.953873,4650,3777470,18,3782120,0,-18
I,+,3786590,0.00598802,0.0,1336,1328,8,5,23,gene,C32E8.3,1,3786595,2.12198,2362,3784228,5,3786596,6,1
I,+,3788038,0.00672674,0.0,23637,23478,159,131,2,gene,C32E8.2,2,3788043,111.374,542,3787496,5,3788038,0,-5
I,+,3818076,0.00575013,0.0,1913,1902,11,9,8,gene,F53F10.5,0,3818080,1.53582,21369,3796707,4,3818076,0,-4
I,+,3824417,0.0,0.00390625,8,8,0,0,1,gene,F53F10.4,1,3824533,6.135,2910,3821507,116,3824949,532,416
I,+,3824949,0.134682,0.0,4893,4234,659,516,2,gene,F53F10.4,1,3824952,6.135,3442,3821507,3,3824949,0,-3
I,+,3827221,0.410569,3.4653e-09,984,580,404,262,3,gene,F53F10.3,2,3827238,3.57314,710,3826511,17,3827221,0,-17
I,+,3831119,0.0213707,0.0,1357,1328,29,26,28,gene,F53F10.2,0,3831218,4.22036,1796,3829323,99,3831119,0,-99
I,+,3831364,0.0,0.25,2,2,0,0,1,gene,F53F10.2,0,3831493,4.22036,2041,3829323,129,3831364,0,-129
I,+,3867543,0.00174346,0.0,4015,4008,7,4,2,gene,T03F1.3,1,3867553,3.41277,13303,3854240,10,3867543,0,-10
I,+,3867550,0.0,7.52316e-37,120,120,0,0,1226,gene,T03F1.3,1,3867553,3.41277,13310,3854240,3,3867543,-7,-10
I,+,3869223,0.922078,1.04798e-29,154,12,142,96,557,gene,T03F1.2,2,3869250,0.441646,90,3869133,27,3869223,0,-27
I,+,3874367,0.00900901,0.0,555,550,5,5,7,gene,T03F1.1,0,3874372,1.32075,4243,3870124,5,3874367,0,-5
I,+,3877065,0.0120773,0.0,414,409,5,5,1,gene,C50F2.3,1,3877067,1.1061,1068,3875997,2,3877065,0,-2
I,+,3881818,0.905738,3.81293e-42,244,23,221,181,4,gene,C50F2.2,2,3881834,0.443286,1059,3880759,16,3881830,12,-4
I,+,3908749,0.00636704,0.0,2670,2653,17,10,2,gene,T20F5.2,0,3908753,4.56235,13476,3895273,4,3908749,0,-4
I,+,3932212,0.0,0.5,1,1,0,0,1,gene,T21E3.1,0,3932213,0.500247,646,3931566,1,3932212,0,-1
I,+,3983186,0.00253325,0.0,1579,1575,4,4,12,gene,F28H1.3,0,3983206,3.02605,9412,3973774,20,3983186,0,-20
I,+,3995711,0.00281426,0.0,1066,1063,3,2,2,gene,F28H1.1,0,3995726,1.56171,7013,3988698,15,3995711,0,-15
I,+,4094171,0.0,0.000488281,11,11,0,0,61,gene,C24G7.4,0,4094179,0.0669555,3286,4090885,8,4094611,440,432
I,+,4103708,0.0,4.54747e-13,41,41,0,0,2,gene,C24G7.2,0,4103713,0.0419363,5380,4098328,5,4103714,6,1
I,+,4109402,0.0,0.0625,4,4,0,0,0,gene,C24G7.1,0,4109407,0.00477216,1332,4108070,5,4109408,6,1
I,+,4114848,0.0,0.5,1,1,0,0,0,gene,H31G24.4,0,4114878,1.28509,2462,4112386,30,4114862,14,-16
I,+,4116846,0.0,0.25,2,2,0,0,1,gene,H31G24.3,0,4116851,0.0842376,485,4116361,5,4116852,6,1
I,+,4132501,0.0125899,0.0,556,549,7,7,0,gene,E01A2.2,0,4132501,1.91374,3190,4129311,0,4132501,0,0
I,+,4133159,0.0,1.81899e-12,39,39,0,0,9,gene,E01A2.2,0,4133181,1.91374,3848,4129311,22,4133159,0,-22
I,+,4140650,0.00897868,0.0,891,883,8,7,12,gene,E01A2.1,0,4140666,1.60798,5350,4135300,16,4140650,0,-16
I,+,4162047,0.00319489,0.0,313,312,1,0,9,gene,R12E2.5,1,4162057,0.831941,11412,4150635,10,4162058,11,1
I,+,4165136,0.948207,0.0,251,13,238,153,7,gene,R12E2.4,2,4165181,0.67756,111,4165025,45,4165136,0,-45
I,+,4175320,0.00804829,0.0,994,986,8,8,3,gene,R12E2.3,0,4175323,3.82296,1668,4173652,3,4175320,0,-3
I,+,4178813,0.0035461,0.0,1128,1124,4,2,22,gene,R12E2.2,1,4178832,1.27304,1541,4177272,19,4178813,0,-19
I,+,4182222,0.972222,0.0,216,6,210,136,2,gene,R12E2.1,2,4182251,0.436024,92,4182130,29,4182222,0,-29
I,+,4186551,0.0,0.0,391,391,0,0,9,gene,C18E3.7,1,4186563,0.13893,1558,4184993,12,4186551,0,-12
I,+,4190160,1.0,0.5,1,0,1,1,1,gene,C18E3.6,2,4190190,0.564596,230,4189930,30,4190160,0,-30
I,+,4193243,0.92284,0.0,324,25,299,247,9,gene,C18E3.5,3,4193249,0.419218,112,4193131,6,4193243,0,-6
I,+,4203460,0.0,2.91038e-11,35,35,0,0,2,gene,C18E3.3,5,4203461,0.257068,155,4203305,1,4203460,0,-1
I,+,4210981,0.00932836,0.0,536,531,5,4,2,gene,C18E3.2,1,4210998,1.34126,2443,4208538,17,4210981,0,-17
I,+,4229578,0.0,0.0,197,197,0,0,2,gene,C43E11.6,1,4229623,1.69857,15315,4214263,45,4229578,0,-45
I,+,4229889,0.0,0.0,163,163,0,0,1,gene,C43E11.6,1,4229915,1.69857,15626,4214263,26,4229889,0,-26
I,+,4231144,0.0,7.10543e-15,47,47,0,0,33,gene,C43E11.6,1,4231286,1.69857,16881,4214263,142,4231144,0,-142
I,+,4232497,0.0,0.125,3,3,0,0,0,gene,C43E11.6,1,4232513,1.69857,18234,4214263,16,4232497,0,-16
I,+,4237000,0.571429,0.140157,21,9,12,3,9,gene,C43E11.5,2,4237034,0.00300742,838,4236162,34,4237035,35,1
I,+,4247757,0.00631199,0.0,1109,1102,7,7,2,gene,C43E11.4,1,4247761,0.839525,9142,4238615,4,4247758,1,-3
I,+,4249494,0.948012,0.0,327,17,310,231,2,gene,C43E11.11,2,4249499,0.882853,9,4249485,5,4249494,0,-5
I,+,4253273,0.909091,0.0,352,32,320,247,1,gene,C43E11.12,3,4253293,0.920177,102,4253171,20,4253294,21,1
I,+,4253286,0.820513,2.79778e-05,39,7,32,24,1026,gene,C43E11.12,3,4253293,0.920177,115,4253171,7,4253294,8,1
I,+,4255396,0.00396301,0.0,757,754,3,2,3,gene,C43E11.3,1,4255402,0.721275,1478,4253918,6,4255403,7,1
I,+,4265110,0.79,1.88483e-17,200,42,158,108,3,gene,C43E11.2,2,4265267,0.680835,420,4264690,157,4265110,0,-157
I,+,4270699,0.00156986,0.0,637,636,1,0,11,gene,C43E11.1,0,4270735,1.14166,3494,4267205,36,4270647,-52,-88
I,+,4270721,0.0,0.25,2,2,0,0,685,gene,C43E11.1,0,4270735,1.14166,3516,4267205,14,4270647,-74,-88
I,+,4298479,0.0,0.000976562,10,10,0,0,62,gene,Y47D9A.2,0,4298626,1.05339,1842,4296637,147,4298627,148,1
I,+,4303931,0.0261122,0.0,1034,1007,27,19,16,gene,Y47D9A.1,0,4304004,1.76396,1687,4302244,73,4303931,0,-73
I,+,4368090,0.0189873,0.0,316,310,6,4,15,gene,ZK973.3,0,4368101,1.11145,4015,4364075,11,4368090,0,-11
I,+,4373657,0.0102041,3.09233e-28,98,97,1,1,2,gene,ZK973.2,0,4373664,0.765744,3151,4370506,7,4373664,7,0
I,+,4373664,0.0218978,2.4062e-36,137,134,3,1,113,gene,ZK973.2,0,4373664,0.765744,3158,4370506,0,4373664,0,0
I,+,4382016,0.0,0.5,1,1,0,0,2,gene,ZK973.1,0,4382135,0.846556,2665,4379351,119,4382566,550,431
I,+,4382566,0.00544662,0.0,918,913,5,4,2,gene,ZK973.1,0,4382594,0.846556,3215,4379351,28,4382566,0,-28
I,+,4386788,0.403846,0.0426307,52,31,21,19,1,gene,T21E12.4,0,4386790,1.1202,1572,4385216,2,4386788,0,-2
I,+,4409692,0.0,1.45519e-11,36,36,0,0,0,gene,T21E12.2,0,4409740,0.12304,5106,4404586,48,4409693,1,-47
I,+,4411757,0.0,0.000488281,11,11,0,0,5,gene,T21E12.2,0,4411802,0.12304,7171,4404586,45,4411757,0,-45
I,+,4422033,0.0,4.76837e-07,21,21,0,0,3,gene,C11D9.1,0,4422119,0.187179,17447,4404586,86,4422033,0,-86
I,+,4444720,0.00948767,0.0,527,522,5,5,0,gene,C41D11.2,0,4444730,2.06315,16675,4428045,10,4444720,0,-10
I,+,4457384,0.0,1.19209e-07,23,23,0,0,5,gene,C41D11.1,0,4457391,0.173844,10796,4446588,7,4457384,0,-7
I,+,4481205,0.0119048,4.3427e-24,84,83,1,1,70,gene,T01A4.1,0,4481214,1.11861,11746,4469459,9,4481239,34,25
I,+,4491703,0.0,0.0,525,525,0,0,4,gene,T01A4.1,0,4491716,1.11861,7283,4484420,13,4491702,-1,-14
I,+,4502571,0.0,0.5,1,1,0,0,20,gene,T01A4.1,0,4502609,1.11861,18151,4484420,38,4502610,39,1
I,+,4557656,0.0,2.71051e-20,65,65,0,0,6,gene,D1007.15,0,4557660,0.178244,2387,4555269,4,4557665,9,5
I,+,4564131,0.0,0.000488281,11,11,0,0,261,gene,D1007.14,0,4564140,0.859358,373,4563758,9,4564042,-89,-98
I,+,4585116,0.00218705,0.0,71329,71173,156,130,2,gene,D1007.12,1,4585141,95.8262,4740,4580376,25,4585116,0,-25
I,+,4586274,0.990991,4.27556e-32,111,1,110,75,5,gene,D1007.10,2,4586274,0.274934,97,4586177,0,4586274,0,0
I,+,4603218,0.0108696,0.0,736,728,8,6,5,gene,D1007.16,1,4603223,1.44249,13824,4589394,5,4603224,6,1
I,+,4604404,0.856115,1.01736e-18,139,20,119,92,2,gene,D1007.8,2,4604431,0.343669,207,4604197,27,4604404,0,-27
I,+,4605656,0.907216,9.01917e-18,97,9,88,60,0,gene,C44E4.5,3,4605689,0.326157,272,4605384,33,4605656,0,-33
I,+,4634104,0.00532198,0.0,1879,1869,10,10,4,gene,C44E4.4,0,4634110,4.60648,23895,4610209,6,4634104,0,-6
I,+,4643892,0.0,2.91038e-11,35,35,0,0,2,gene,B0041.3,0,4644075,0.58369,8273,4635619,183,4644438,546,363
I,+,4644649,0.0140187,0.0,214,211,3,3,0,gene,B0041.3,0,4644673,0.58369,421,4644228,24,4644438,-211,-235
I,+,4647425,0.00622407,0.0,482,479,3,3,237,gene,B0041.8,0,4647478,1.48056,1799,4645626,53,4647425,0,-53
I,+,4655143,0.0,0.5,1,1,0,0,3,gene,B0041.2,0,4655284,3.35403,6867,4648276,141,4655348,205,64
I,+,4655350,0.00631579,0.0,475,472,3,2,1,gene,B0041.2,0,4655370,3.35403,7074,4648276,20,4655350,0,-20
I,+,4675136,0.00859599,0.0,349,346,3,2,2,gene,T04D1.3,1,4675139,1.68388,9790,4665346,3,4675136,0,-3
I,+,4677677,0.0,0.015625,6,6,0,0,21,gene,T04D1.3,1,4677695,1.68388,12331,4665346,18,4677696,19,1
I,+,4704611,0.00555556,0.0,180,179,1,1,2,gene,W09C3.4,0,4704622,0.498914,21755,4682856,11,4704623,12,1
I,+,4724145,0.0,0.0625,4,4,0,0,25,gene,C10H11.5,0,4724170,0.120089,359,4723786,25,4724066,-79,-104
I,+,4727417,0.0,0.0625,4,4,0,0,9,gene,C10H11.4,0,4727473,0.126951,636,4726781,56,4727302,-115,-171
I,+,4747744,0.0,2.11758e-22,72,72,0,0,1,gene,C10H11.1,0,4747844,0.614171,12467,4735277,100,4747744,0,-100
I,+,4753742,0.0128205,2.5808e-22,78,77,1,0,880,gene,C10H11.1,0,4753749,0.614171,5782,4747960,7,4753742,0,-7
I,+,4766134,0.0,4.44089e-16,51,51,0,0,2,gene,M04F3.2,0,4766307,0.121542,6532,4759602,173,4765755,-379,-552
I,+,4770293,0.00391684,0.0,3319,3306,13,12,5,gene,M04F3.1,0,4770304,5.57416,2408,4767885,11,4770293,0,-11
I,+,4789229,0.00497457,0.0,9046,9001,45,35,25,gene,F54D7.6,0,4789266,None,17839,4771390,37,4789234,5,-32
I,+,4790293,0.0703448,0.0,725,674,51,32,15,gene,F54D7.7,0,4790330,None,706,4789587,37,4790291,-2,-39
I,+,4799984,0.0,5.55112e-17,54,54,0,0,3,gene,F54D7.3,0,4800098,0.0420423,9315,4790669,114,4800099,115,1
I,+,4805608,0.00503778,0.0,397,395,2,2,1,gene,F54D7.2,0,4805624,1.57915,1366,4804242,16,4805608,0,-16
I,+,4821936,0.0,5.96046e-08,24,24,0,0,1,gene,F57C9.6,0,4821937,0.0693073,12261,4809675,1,4821977,41,40
I,+,4827073,0.00234742,0.0,426,425,1,1,3,gene,F57C9.5,1,4827079,0.466402,2143,4824930,6,4827073,0,-6
I,+,4830136,0.583333,0.00488625,180,75,105,79,7,gene,F57C9.4,2,4830140,0.435051,341,4829795,4,4830136,0,-4
I,+,4836188,0.855856,3.1419e-15,111,16,95,76,0,gene,F57C9.3,3,4836291,0.208342,569,4835619,103,4836188,0,-103
I,+,4844909,0.0,3.38813e-21,68,68,0,0,11,gene,F57C9.2,4,4845123,0.326874,4877,4840032,214,4844909,0,-214
I,+,4884904,0.00943396,1.30655e-30,106,105,1,1,0,gene,F25F8.1,0,4884905,0.268131,34194,4850710,1,4884904,0,-1
I,+,4906847,0.0,0.25,2,2,0,0,303,gene,F21F3.1,0,4906847,3.03299,1685,4905162,0,4906848,1,1
I,+,4918395,0.000999001,0.0,1001,1000,1,1,18,gene,F21F3.7,0,4918396,0.713739,6565,4911830,1,4918397,2,1
I,+,4926712,0.0,0.03125,5,5,0,0,36,gene,F28B3.5,1,4926733,0.569886,5954,4920758,21,4926734,22,1
I,+,4929100,0.85,1.99849e-13,100,15,85,57,2,gene,F28B3.9,2,4929127,0.277553,123,4928977,27,4929100,0,-27
I,+,4934260,0.150334,0.0,898,763,135,115,5,gene,F28B3.4,0,4934262,0.920301,2078,4932182,2,4934038,-222,-224
I,+,4943631,0.0,0.125,3,3,0,0,9,gene,F28B3.1,0,4943664,1.08209,2630,4941001,33,4943631,0,-33
I,+,4962452,0.00662252,0.0,755,750,5,5,11,gene,W03G9.2,2,4962452,0.350328,937,4961515,0,4962453,1,1
I,+,4980308,0.00163399,0.0,612,611,1,0,580,gene,W03G9.1,0,4980330,1.14006,8066,4972242,22,4980308,0,-22
I,+,4996842,0.00401606,0.0,249,248,1,0,0,gene,F54C1.3,1,4996844,0.707746,12091,4984751,2,4996845,3,1
I,+,5003451,0.788779,2.40523e-25,303,64,239,172,5,gene,F54C1.2,2,5003464,0.366536,290,5003161,13,5003451,0,-13
I,+,5027155,0.0,1.14794e-41,136,136,0,0,0,gene,C46H11.4,0,5027210,0.907221,3956,5023199,55,5027155,0,-55
I,+,5041489,0.0,0.00195312,9,9,0,0,2,gene,C46H11.3,0,5041491,0.0298285,335,5041154,2,5041492,3,1
I,+,5050131,0.0,2.91038e-11,35,35,0,0,98,gene,C46H11.2,0,5050236,0.355071,7991,5042140,105,5050052,-79,-184
I,+,5086320,0.0,4.70198e-38,124,124,0,0,4,gene,C30F8.4,0,5086349,0.386206,33794,5052526,29,5086320,0,-29
I,+,5087993,0.0,0.25,2,2,0,0,1,gene,C30F8.4,0,5088002,0.386206,35467,5052526,9,5087993,0,-9
I,+,5096603,0.0,0.0,173,173,0,0,2,gene,C30F8.3,0,5096603,0.169289,2793,5093810,0,5096604,1,1
I,+,5107839,0.746835,4.38652e-06,79,20,59,40,109,gene,Y110A7A.10,2,5107846,0.682728,212,5107627,7,5107846,7,0
I,+,5107846,0.872054,5.83641e-42,297,38,259,172,252,gene,Y110A7A.10,2,5107846,0.682728,219,5107627,0,5107846,0,0
I,+,5119226,0.0138249,0.0,217,214,3,3,1,gene,Y110A7A.9,0,5119251,0.6681,9070,5110156,25,5119226,0,-25
I,+,5127831,0.00426439,0.0,938,934,4,3,10,gene,Y110A7A.8,1,5127852,1.65491,3842,5123989,21,5127831,0,-21
I,+,5129748,0.837209,3.66346e-06,43,7,36,25,8,gene,Y110A7A.7,2,5129781,0.551082,137,5129611,33,5129724,-24,-57
I,+,5131523,0.437288,0.00456801,295,166,129,105,72,gene,Y110A7A.6,3,5131524,2.11524,455,5131068,1,5131523,0,-1
I,+,5131534,0.259962,1.26796e-29,527,390,137,92,647,gene,Y110A7A.6,3,5131542,2.11524,466,5131068,8,5131534,0,-8
I,+,5134744,0.141176,3.64338e-44,340,292,48,31,19,gene,Y110A7A.5,4,5134757,0.612495,642,5134102,13,5134770,26,13
I,+,5138264,0.013986,0.0,286,282,4,4,1,gene,Y110A7A.4,0,5138272,1.23532,290,5137974,8,5138264,0,-8
I,+,5141678,0.0,2.11758e-22,72,72,0,0,0,gene,Y110A7A.3,0,5141681,0.182272,2293,5139385,3,5141678,0,-3
I,+,5154519,0.0,2.91038e-11,35,35,0,0,9,gene,Y110A7A.2,0,5154531,0.0476403,5288,5149231,12,5154532,13,1
I,+,5165155,0.013245,3.96708e-42,151,149,2,1,9,gene,Y110A7A.1,0,5165159,0.727174,6653,5158502,4,5165160,5,1
I,+,5182739,0.923513,0.0,353,27,326,257,2,gene,F56A3.2,2,5182769,0.479579,89,5182650,30,5182739,0,-30
I,+,5190147,0.00512821,0.0,195,194,1,1,0,gene,F56A3.1,0,5190150,0.162256,1048,5189099,3,5190151,4,1
I,+,5196073,0.0,0.00012207,13,13,0,0,2,gene,C32E12.2,0,5196080,0.0369109,825,5195248,7,5196081,8,1
I,+,5244434,0.003663,0.0,273,272,1,0,2,gene,B0261.4,1,5244449,1.30917,9156,5235278,15,5244450,16,1
I,+,5245746,0.827795,1.43539e-35,331,57,274,194,14,gene,B0261.2,2,5245751,0.72863,343,5245403,5,5245746,0,-5
I,+,5263697,0.911215,2.59934e-38,214,19,195,128,6,gene,B0261.1,3,5263710,0.741693,271,5263426,13,5263697,0,-13
I,+,5319725,0.0,2.98023e-08,25,25,0,0,4,gene,F48C1.2,0,5319733,0.0501043,50301,5269424,8,5319734,9,1
I,+,5345919,0.0,9.09495e-13,40,40,0,0,0,gene,F55A12.5,0,5345930,0.628108,3869,5342050,11,5345931,12,1
I,+,5345930,0.00934579,0.0,321,318,3,2,38,gene,F55A12.5,0,5345930,0.628108,3880,5342050,0,5345931,1,1
I,+,5354354,0.0,3.63798e-12,38,38,0,0,3,gene,F55A12.4,0,5354370,0.306341,4707,5349647,16,5354371,17,1
I,+,5358525,0.00706714,0.0,283,281,2,2,0,gene,F55A12.3,1,5358527,1.0569,1496,5357029,2,5358523,-2,-4
I,+,5365268,0.97449,0.0,196,5,191,119,1,gene,F55A12.2,2,5365280,0.415118,21,5365247,12,5365268,0,-12
I,+,5368457,0.0,6.10352e-05,14,14,0,0,2,gene,F55A12.1,0,5368480,0.537198,1578,5366879,23,5368481,24,1
I,+,5422772,0.00374065,0.0,802,799,3,2,4,gene,F27C1.4,0,5422788,0.737585,19881,5402891,16,5422786,14,-2
I,+,5430167,0.00655738,0.0,915,909,6,6,1,gene,F27C1.2,0,5430169,4.05211,2932,5427235,2,5430167,0,-2
I,+,5498853,0.0,1.49012e-08,26,26,0,0,1,gene,C09D4.1,0,5498911,0.290938,5450,5493403,58,5498853,0,-58
I,+,5512051,0.031746,2.11745e-16,63,61,2,2,0,gene,F59A3.2,1,5512065,0.310645,5393,5506658,14,5512051,0,-14
I,+,5514654,0.91,1.5006e-18,100,9,91,72,0,gene,F59A3.12,2,5514671,None,94,5514560,17,5514672,18,1
I,+,5514663,1.0,0.00012207,13,0,13,10,117,gene,F59A3.12,2,5514671,None,103,5514560,8,5514672,9,1
I,+,5520392,0.0135135,3.91753e-21,74,73,1,1,1,gene,F59A3.1,0,5520393,0.388037,3015,5517377,1,5520392,0,-1
I,+,5546123,0.0,0.0,230,230,0,0,1,gene,M01A10.2,0,5546166,0.578902,16360,5529763,43,5546230,107,64
I,+,5563903,0.0,0.5,1,1,0,0,335,gene,M01A10.1,0,5563917,0.326359,2259,5561644,14,5563833,-70,-84
I,+,5573217,0.0,2.84217e-14,45,45,0,0,0,gene,M01E11.3,0,5573245,0.144043,6951,5566266,28,5573246,29,1
I,+,5579669,0.0132275,0.0,378,373,5,5,3,gene,M01E11.2,1,5579681,0.784586,2923,5576746,12,5579669,0,-12
I,+,5582099,0.80292,1.66371e-13,137,27,110,77,3,gene,M01E11.1,2,5582104,0.381143,186,5581913,5,5582105,6,1
I,+,5619572,0.00274446,0.0,9838,9811,27,26,3,gene,F46F11.2,1,5619604,15.81,36098,5583474,32,5619572,0,-32
I,+,5627822,0.018018,0.0,222,218,4,4,1,gene,F46F11.1,0,5627828,0.609549,4774,5623048,6,5627822,0,-6
I,+,5644732,0.0,0.00012207,13,13,0,0,2,gene,M01A12.3,0,5644739,0.0492063,636,5644096,7,5644740,8,1
I,+,5662287,0.0,0.015625,6,6,0,0,2,gene,F55F8.1,0,5662288,0.178384,15862,5646425,1,5662287,0,-1
I,+,5674309,0.010101,0.0,594,588,6,5,1,gene,T19B4.5,1,5674321,1.01493,7165,5667144,12,5674412,103,91
I,+,5676830,0.902397,0.0,584,57,527,361,9,gene,T19B4.4,2,5676838,1.60052,493,5676337,8,5676830,0,-8
I,+,5678641,0.140389,0.0,2778,2388,390,291,6,gene,T19B4.3,3,5678647,3.4778,930,5677711,6,5678641,0,-6
I,+,5692267,0.0,0.0,343,343,0,0,2,gene,T19B4.2,0,5692268,2.04982,12406,5679861,1,5692267,0,-1
I,+,5702159,0.0,1.79366e-43,142,142,0,0,0,gene,T19B4.1,0,5702160,0.575338,4646,5697513,1,5702159,0,-1
I,+,5716731,0.0,0.00390625,8,8,0,0,21,gene,C04F1.3,0,5716840,0.439973,9867,5706864,109,5716679,-52,-161
I,+,5744183,0.01,0.0,200,198,2,1,122,gene,F56H1.6,0,5744186,0.765903,2560,5741623,3,5744187,4,1
I,+,5783814,0.0,3.72529e-09,28,28,0,0,1,gene,B0414.2,0,5783843,0.106285,8201,5775613,29,5783814,0,-29
I,+,5807712,0.00290698,0.0,1032,1029,3,3,7,gene,C32F10.2,0,5807732,0.610923,4443,5803269,20,5807712,0,-20
I,+,5829394,0.0013947,0.0,717,716,1,0,13,gene,C32F10.1,0,5829402,1.11297,13757,5815637,8,5829394,0,-8
