,chr,source,feature,start,end,score,strand,frame,gene_name,gene_id,gene_version,gene_source,gene_biotype,transcript_id,transcript_source,transcript_biotype,exon_number,exon_id
402,V,WormBase,exon,29336,29515,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,9.0,B0348.4a.1.e10
404,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,10.0,B0348.4a.1.e11
406,V,WormBase,exon,31340,31582,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,11.0,B0348.4d.1.e12
408,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,12.0,B0348.4a.1.e12
410,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,13.0,B0348.4a.1.e13
412,V,WormBase,exon,36918,37213,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,14.0,B0348.4a.1.e14
414,V,WormBase,exon,38138,38269,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,15.0,B0348.4a.1.e15
416,V,WormBase,exon,40454,40723,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,16.0,B0348.4a.1.e16
418,V,WormBase,exon,41729,41844,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,17.0,B0348.4a.1.e17
420,V,WormBase,exon,42040,42166,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,18.0,B0348.4a.1.e18
422,V,WormBase,exon,42214,42317,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,19.0,B0348.4a.1.e19
424,V,WormBase,exon,43026,43687,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4g.1,WormBase,protein_coding,20.0,B0348.4a.1.e20
430,V,WormBase,exon,20825,21090,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,1.0,B0348.4a.1.e1
433,V,WormBase,exon,22495,22856,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,2.0,B0348.4a.1.e2
435,V,WormBase,exon,23159,23294,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,3.0,B0348.4a.1.e3
437,V,WormBase,exon,23562,23645,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,4.0,B0348.4a.1.e4
439,V,WormBase,exon,23793,23896,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,5.0,B0348.4a.1.e5
441,V,WormBase,exon,24788,25259,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,6.0,B0348.4a.1.e6
443,V,WormBase,exon,25965,26129,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,7.0,B0348.4a.1.e7
445,V,WormBase,exon,26194,26380,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,8.0,B0348.4a.1.e8
447,V,WormBase,exon,29336,29515,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,9.0,B0348.4a.1.e10
449,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,10.0,B0348.4a.1.e11
451,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,11.0,B0348.4a.1.e12
453,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,12.0,B0348.4a.1.e13
455,V,WormBase,exon,36918,37213,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,13.0,B0348.4a.1.e14
457,V,WormBase,exon,38138,38269,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,14.0,B0348.4a.1.e15
459,V,WormBase,exon,38991,39026,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,15.0,B0348.4b.1.e16
461,V,WormBase,exon,40454,40723,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,16.0,B0348.4a.1.e16
463,V,WormBase,exon,41729,41844,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,17.0,B0348.4a.1.e17
465,V,WormBase,exon,42040,42166,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,18.0,B0348.4a.1.e18
467,V,WormBase,exon,42214,42317,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,19.0,B0348.4a.1.e19
469,V,WormBase,exon,43026,43697,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4h.1,WormBase,protein_coding,20.0,B0348.4b.1.e21
475,V,WormBase,exon,20825,21090,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,1.0,B0348.4a.1.e1
478,V,WormBase,exon,22495,22856,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,2.0,B0348.4a.1.e2
480,V,WormBase,exon,23159,23294,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,3.0,B0348.4a.1.e3
482,V,WormBase,exon,23562,23645,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,4.0,B0348.4a.1.e4
484,V,WormBase,exon,23793,23896,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,5.0,B0348.4a.1.e5
486,V,WormBase,exon,24788,25259,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,6.0,B0348.4a.1.e6
488,V,WormBase,exon,25965,26129,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,7.0,B0348.4a.1.e7
490,V,WormBase,exon,26194,26380,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,8.0,B0348.4a.1.e8
492,V,WormBase,exon,29336,29515,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,9.0,B0348.4a.1.e10
494,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,10.0,B0348.4a.1.e11
496,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,11.0,B0348.4a.1.e12
498,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,12.0,B0348.4a.1.e13
500,V,WormBase,exon,36918,37213,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,13.0,B0348.4a.1.e14
502,V,WormBase,exon,38138,38269,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,14.0,B0348.4a.1.e15
504,V,WormBase,exon,40454,40723,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,15.0,B0348.4a.1.e16
506,V,WormBase,exon,41729,41844,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,16.0,B0348.4a.1.e17
508,V,WormBase,exon,42040,42166,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,17.0,B0348.4a.1.e18
510,V,WormBase,exon,42214,42317,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,18.0,B0348.4a.1.e19
512,V,WormBase,exon,43026,43687,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4i.1,WormBase,protein_coding,19.0,B0348.4a.1.e20
518,V,WormBase,exon,20825,21090,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,1.0,B0348.4a.1.e1
521,V,WormBase,exon,22495,22856,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,2.0,B0348.4a.1.e2
523,V,WormBase,exon,23159,23294,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,3.0,B0348.4a.1.e3
525,V,WormBase,exon,23562,23645,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,4.0,B0348.4a.1.e4
527,V,WormBase,exon,23793,23896,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,5.0,B0348.4a.1.e5
529,V,WormBase,exon,24788,25259,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,6.0,B0348.4a.1.e6
531,V,WormBase,exon,25965,26129,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,7.0,B0348.4a.1.e7
533,V,WormBase,exon,26194,26380,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,8.0,B0348.4a.1.e8
535,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,9.0,B0348.4a.1.e11
537,V,WormBase,exon,31340,31582,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,10.0,B0348.4d.1.e12
539,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,11.0,B0348.4a.1.e12
541,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,12.0,B0348.4a.1.e13
543,V,WormBase,exon,36918,37213,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,13.0,B0348.4a.1.e14
545,V,WormBase,exon,38138,38269,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,14.0,B0348.4a.1.e15
547,V,WormBase,exon,38991,39026,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,15.0,B0348.4b.1.e16
549,V,WormBase,exon,40454,40723,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,16.0,B0348.4a.1.e16
551,V,WormBase,exon,41729,41844,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,17.0,B0348.4a.1.e17
553,V,WormBase,exon,42040,42166,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,18.0,B0348.4a.1.e18
555,V,WormBase,exon,42214,42317,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,19.0,B0348.4a.1.e19
557,V,WormBase,exon,43026,43697,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4j.1,WormBase,protein_coding,20.0,B0348.4b.1.e21
563,V,WormBase,exon,20825,21090,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,1.0,B0348.4a.1.e1
566,V,WormBase,exon,22495,22856,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,2.0,B0348.4a.1.e2
568,V,WormBase,exon,23159,23294,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,3.0,B0348.4a.1.e3
570,V,WormBase,exon,23562,23645,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,4.0,B0348.4a.1.e4
572,V,WormBase,exon,23793,23896,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,5.0,B0348.4a.1.e5
574,V,WormBase,exon,24788,25259,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,6.0,B0348.4a.1.e6
576,V,WormBase,exon,25965,26129,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,7.0,B0348.4a.1.e7
578,V,WormBase,exon,26194,26380,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,8.0,B0348.4a.1.e8
580,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,9.0,B0348.4a.1.e11
582,V,WormBase,exon,31340,31582,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,10.0,B0348.4d.1.e12
584,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,11.0,B0348.4a.1.e12
586,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,12.0,B0348.4a.1.e13
588,V,WormBase,exon,36918,37213,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,13.0,B0348.4a.1.e14
590,V,WormBase,exon,38138,38269,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,14.0,B0348.4a.1.e15
592,V,WormBase,exon,40454,40723,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,15.0,B0348.4a.1.e16
594,V,WormBase,exon,41729,41844,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,16.0,B0348.4a.1.e17
596,V,WormBase,exon,42040,42166,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,17.0,B0348.4a.1.e18
598,V,WormBase,exon,42214,42317,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,18.0,B0348.4a.1.e19
600,V,WormBase,exon,43026,43687,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4k.1,WormBase,protein_coding,19.0,B0348.4a.1.e20
606,V,WormBase,exon,20825,21090,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,1.0,B0348.4a.1.e1
609,V,WormBase,exon,22495,22856,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,2.0,B0348.4a.1.e2
611,V,WormBase,exon,23159,23294,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,3.0,B0348.4a.1.e3
613,V,WormBase,exon,23562,23645,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,4.0,B0348.4a.1.e4
615,V,WormBase,exon,23793,23896,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,5.0,B0348.4a.1.e5
617,V,WormBase,exon,24788,25259,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,6.0,B0348.4a.1.e6
619,V,WormBase,exon,25965,26129,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,7.0,B0348.4a.1.e7
621,V,WormBase,exon,26194,26380,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,8.0,B0348.4a.1.e8
623,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,9.0,B0348.4a.1.e11
625,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,10.0,B0348.4a.1.e12
627,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,11.0,B0348.4a.1.e13
629,V,WormBase,exon,36918,37213,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,12.0,B0348.4a.1.e14
631,V,WormBase,exon,38138,38269,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,13.0,B0348.4a.1.e15
633,V,WormBase,exon,38991,39026,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,14.0,B0348.4b.1.e16
635,V,WormBase,exon,40454,40723,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,15.0,B0348.4a.1.e16
637,V,WormBase,exon,41729,41844,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,16.0,B0348.4a.1.e17
639,V,WormBase,exon,42040,42166,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,17.0,B0348.4a.1.e18
641,V,WormBase,exon,42214,42317,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,18.0,B0348.4a.1.e19
643,V,WormBase,exon,43026,43697,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4l.1,WormBase,protein_coding,19.0,B0348.4b.1.e21
649,V,WormBase,exon,20825,21090,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,1.0,B0348.4a.1.e1
652,V,WormBase,exon,22495,22856,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,2.0,B0348.4a.1.e2
654,V,WormBase,exon,23159,23294,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,3.0,B0348.4a.1.e3
656,V,WormBase,exon,23562,23645,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,4.0,B0348.4a.1.e4
658,V,WormBase,exon,23793,23896,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,5.0,B0348.4a.1.e5
660,V,WormBase,exon,24788,25259,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,6.0,B0348.4a.1.e6
662,V,WormBase,exon,25965,26129,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,7.0,B0348.4a.1.e7
664,V,WormBase,exon,26194,26380,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,8.0,B0348.4a.1.e8
666,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,9.0,B0348.4a.1.e11
668,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,10.0,B0348.4a.1.e12
670,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,11.0,B0348.4a.1.e13
672,V,WormBase,exon,36918,37213,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,12.0,B0348.4a.1.e14
674,V,WormBase,exon,38138,38269,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,13.0,B0348.4a.1.e15
676,V,WormBase,exon,40454,40723,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,14.0,B0348.4a.1.e16
678,V,WormBase,exon,41729,41844,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,15.0,B0348.4a.1.e17
680,V,WormBase,exon,42040,42166,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,16.0,B0348.4a.1.e18
682,V,WormBase,exon,42214,42317,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,17.0,B0348.4a.1.e19
684,V,WormBase,exon,43026,43687,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4m.1,WormBase,protein_coding,18.0,B0348.4a.1.e20
690,V,WormBase,exon,20825,21090,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,1.0,B0348.4a.1.e1
693,V,WormBase,exon,22495,22856,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,2.0,B0348.4a.1.e2
695,V,WormBase,exon,23159,23294,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,3.0,B0348.4a.1.e3
697,V,WormBase,exon,23793,23896,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,4.0,B0348.4a.1.e5
699,V,WormBase,exon,24788,25259,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,5.0,B0348.4a.1.e6
701,V,WormBase,exon,25965,26129,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,6.0,B0348.4a.1.e7
703,V,WormBase,exon,26194,26380,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,7.0,B0348.4a.1.e8
705,V,WormBase,exon,28382,28699,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,8.0,B0348.4a.1.e9
707,V,WormBase,exon,29336,29515,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,9.0,B0348.4a.1.e10
709,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,10.0,B0348.4a.1.e11
711,V,WormBase,exon,31340,31582,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,11.0,B0348.4d.1.e12
713,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,12.0,B0348.4a.1.e12
715,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,13.0,B0348.4a.1.e13
717,V,WormBase,exon,36918,37213,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,14.0,B0348.4a.1.e14
719,V,WormBase,exon,38138,38269,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,15.0,B0348.4a.1.e15
721,V,WormBase,exon,38991,39026,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,16.0,B0348.4b.1.e16
723,V,WormBase,exon,40454,40723,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,17.0,B0348.4a.1.e16
725,V,WormBase,exon,41729,41844,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,18.0,B0348.4a.1.e17
727,V,WormBase,exon,42040,42166,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,19.0,B0348.4a.1.e18
729,V,WormBase,exon,42214,42317,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,20.0,B0348.4a.1.e19
731,V,WormBase,exon,43026,43697,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4n.1,WormBase,protein_coding,21.0,B0348.4b.1.e21
737,V,WormBase,exon,20825,21090,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,1.0,B0348.4a.1.e1
740,V,WormBase,exon,22495,22856,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,2.0,B0348.4a.1.e2
742,V,WormBase,exon,23159,23294,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,3.0,B0348.4a.1.e3
744,V,WormBase,exon,23793,23896,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,4.0,B0348.4a.1.e5
746,V,WormBase,exon,24788,25259,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,5.0,B0348.4a.1.e6
748,V,WormBase,exon,25965,26129,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,6.0,B0348.4a.1.e7
750,V,WormBase,exon,26194,26380,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,7.0,B0348.4a.1.e8
752,V,WormBase,exon,28382,28699,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,8.0,B0348.4a.1.e9
754,V,WormBase,exon,29336,29515,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,9.0,B0348.4a.1.e10
756,V,WormBase,exon,30200,30297,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,10.0,B0348.4a.1.e11
758,V,WormBase,exon,31340,31582,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,11.0,B0348.4d.1.e12
760,V,WormBase,exon,35015,35156,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,12.0,B0348.4a.1.e12
762,V,WormBase,exon,36118,36855,.,+,.,egl-8,WBGene00001177,1,WormBase,protein_coding,B0348.4o.1,WormBase,protein_coding,13.0,B0348.4a.1.e13
